,owner,repo,path
4111,rackerlabs,genestack,base-kustomize/neutron/base/hpa-neutron-server.yaml
4112,rackerlabs,genestack,base-kustomize/octavia/base/hpa-octavia-worker.yaml
4123,ragul28,grpc-event-stream,deploy/helm/grpc-event-stream/charts/payment-service/templates/hpa.yaml
4124,rahul-agrawal-99,tech,DevOps/Kubernetes/manifest.yaml
4126,rahulsahay19,dot-net-core-microservices-8,Deployments/helm/discount/templates/hpa.yaml
4127,rahulsahay19,eShopping,Deployments/helm/discount/templates/hpa.yaml
4134,raminmohammadi,MLOps,Labs/GCP_Labs/Kubernetes/Kubernetes_Labs/Lab 3-Application Scaling/kubernetes/hpa.yaml
4135,raminmohammadi,MLOps,Labs/GCP_Labs/Kubernetes/Kubernetes_Labs/Lab 3-Application Scaling/kubernetes/hpa.yaml
4136,raminmohammadi,MLOps,Labs/GCP_Labs/Kubernetes/Kubernetes_Labs/Lab 3-Application Scaling/kubernetes/hpa.yaml
4137,rancher,charts,charts/epinio/102.0.4+up1.9.0/charts/dex/templates/hpa.yaml
4138,rancher,partner-charts,charts/sumologic/sumologic/2.17.0/templates/metrics/common/hpa.yaml
4139,rancher,partner-charts,charts/sumologic/sumologic/2.18.1/templates/metrics/common/hpa.yaml
4140,rancher,partner-charts,charts/jfrog/artifactory-jcr/107.90.10/charts/artifactory/templates/artifactory-hpa.yaml
4141,rancher,partner-charts,charts/gluu/gluu/5.0.24/charts/casa/templates/hpa.yaml
4142,rancher,partner-charts,charts/gluu/gluu/5.0.22/charts/casa/templates/hpa.yaml
4143,rancher,partner-charts,charts/jfrog/artifactory-jcr/107.84.11/charts/artifactory/templates/artifactory-hpa.yaml
4144,rancher,partner-charts,charts/gluu/gluu/5.0.23/charts/oxpassport/templates/hpa.yaml
4145,rancher,partner-charts,charts/gluu/gluu/5.1.6/charts/auth-server/templates/hpa.yaml
4146,rancher,partner-charts,charts/gluu/gluu/5.0.19/charts/casa/templates/hpa.yaml
4147,rancher,partner-charts,charts/gluu/gluu/5.2.0/charts/auth-server/templates/hpa.yaml
4148,rancher,partner-charts,charts/sumologic/sumologic/2.19.0/templates/metrics/common/hpa.yaml
4149,rancher,partner-charts,charts/gluu/gluu/5.1.3/charts/auth-server/templates/hpa.yaml
4150,rancher,partner-charts,charts/jfrog/artifactory-jcr/107.63.8/charts/artifactory/templates/artifactory-hpa.yaml
4151,rancher,partner-charts,charts/jfrog/artifactory-jcr/107.63.12/charts/artifactory/templates/artifactory-hpa.yaml
4152,rancher,partner-charts,charts/gluu/gluu/5.0.22/charts/oxpassport/templates/hpa.yaml
4153,rancher,partner-charts,charts/gluu/gluu/5.1.0/charts/link/templates/hpa.yaml
4154,rancher,partner-charts,charts/sumologic/sumologic/2.18.1/templates/metrics/common/hpa.yaml
4155,rancher,partner-charts,charts/gluu/gluu/5.4.0/charts/auth-server/templates/hpa.yaml
4156,rancher,partner-charts,charts/gluu/gluu/5.0.22/charts/oxpassport/templates/hpa.yaml
4157,rancher,partner-charts,charts/gluu/gluu/5.1.2/charts/casa/templates/hpa.yaml
4158,rancher,partner-charts,charts/sumologic/sumologic/2.19.1/templates/metrics/common/hpa.yaml
4159,rancher,partner-charts,charts/jfrog/artifactory-jcr/107.98.13/charts/artifactory/templates/artifactory-hpa.yaml
4160,rancher,partner-charts,charts/gluu/gluu/5.0.20/charts/oxpassport/templates/hpa.yaml
4161,rancher,partner-charts,charts/gluu/gluu/5.0.25/charts/link/templates/hpa.yaml
4162,rancher,partner-charts,charts/gluu/gluu/5.0.21/charts/oxpassport/templates/hpa.yaml
4163,rancher,partner-charts,charts/gluu/gluu/5.1.1/charts/link/templates/hpa.yaml
4164,rancher,partner-charts,charts/jfrog/artifactory-jcr/107.84.11/charts/artifactory/templates/artifactory-hpa.yaml
4165,rancher,partner-charts,charts/sumologic/sumologic/2.17.0/templates/metrics/common/hpa.yaml
4166,rancher,partner-charts,charts/sumologic/sumologic/2.19.1/templates/metrics/common/hpa.yaml
4167,rancher,partner-charts,charts/sumologic/sumologic/2.18.1/templates/metrics/common/hpa.yaml
4168,rancher,partner-charts,charts/sumologic/sumologic/2.19.0/templates/metrics/common/hpa.yaml
4169,rancher,partner-charts,charts/jfrog/artifactory-jcr/107.71.11/charts/artifactory/templates/artifactory-hpa.yaml
4170,rancher,partner-charts,charts/sumologic/sumologic/2.19.1/templates/metrics/common/hpa.yaml
4171,rancher,partner-charts,charts/gluu/gluu/5.1.1/charts/casa/templates/hpa.yaml
4172,rancher,partner-charts,charts/gluu/gluu/5.3.0/charts/auth-server/templates/hpa.yaml
4173,rancher,partner-charts,charts/gluu/gluu/5.1.1/charts/saml/templates/hpa.yaml
4174,rancher,partner-charts,charts/gluu/gluu/5.0.18/charts/oxpassport/templates/hpa.yaml
4175,rancher,partner-charts,charts/jfrog/artifactory-jcr/107.104.5/charts/artifactory/templates/artifactory-hpa.yaml
4176,rancher,partner-charts,charts/jfrog/artifactory-jcr/107.84.17/charts/artifactory/templates/artifactory-hpa.yaml
4177,rancher,partner-charts,charts/gluu/gluu/5.1.2/charts/link/templates/hpa.yaml
4178,rancher,partner-charts,charts/sumologic/sumologic/2.17.0/templates/metrics/common/hpa.yaml
4179,rancher,partner-charts,charts/gluu/gluu/5.1.2/charts/casa/templates/hpa.yaml
4180,rancher,partner-charts,charts/traefik/traefik/34.0.0/templates/hpa.yaml
4181,rancher,partner-charts,charts/jfrog/artifactory-jcr/107.77.11/charts/artifactory/templates/artifactory-hpa.yaml
4182,rancher,partner-charts,charts/jfrog/artifactory-jcr/107.84.15/charts/artifactory/templates/artifactory-hpa.yaml
4183,rancher,partner-charts,charts/gluu/gluu/5.0.19/charts/casa/templates/hpa.yaml
4184,rancher,partner-charts,charts/gluu/gluu/5.0.24/charts/casa/templates/hpa.yaml
4185,rancher,partner-charts,charts/gluu/gluu/5.0.22/charts/casa/templates/hpa.yaml
4186,rancher,partner-charts,charts/sumologic/sumologic/4.11.0/templates/metrics/common/hpa.yaml
4187,rancher,partner-charts,charts/gluu/gluu/5.0.20/charts/oxpassport/templates/hpa.yaml
4188,rancher,partner-charts,charts/jfrog/artifactory-jcr/107.104.5/charts/artifactory/templates/artifactory-hpa.yaml
4189,rancher,partner-charts,charts/sumologic/sumologic/4.12.0/templates/metrics/common/hpa.yaml
4190,rancher,partner-charts,charts/sumologic/sumologic/4.11.1/templates/metrics/common/hpa.yaml
4191,rancher,partner-charts,charts/jfrog/artifactory-jcr/107.98.14/charts/artifactory/templates/artifactory-hpa.yaml
4192,rancher,partner-charts,charts/jfrog/artifactory-jcr/107.98.10/charts/artifactory/templates/artifactory-hpa.yaml
4193,rancher,partner-charts,charts/jfrog/artifactory-jcr/107.90.7/charts/artifactory/templates/artifactory-hpa.yaml
4194,rancher,partner-charts,charts/gluu/gluu/5.0.21/charts/oxpassport/templates/hpa.yaml
4195,rancher,partner-charts,charts/gluu/gluu/5.0.18/charts/oxpassport/templates/hpa.yaml
4196,rancher,partner-charts,charts/jfrog/artifactory-jcr/107.77.5/charts/artifactory/templates/artifactory-hpa.yaml
4197,rancher,partner-charts,charts/gluu/gluu/5.0.25/charts/saml/templates/hpa.yaml
4198,rancher,partner-charts,charts/gluu/gluu/5.0.23/charts/oxpassport/templates/hpa.yaml
4199,rancher,partner-charts,charts/gluu/gluu/5.1.2/charts/saml/templates/hpa.yaml
4200,rancher,partner-charts,charts/sumologic/sumologic/2.19.0/templates/metrics/common/hpa.yaml
4201,rancher,partner-charts,charts/datawiza/access-broker/0.1.1/templates/hpa.yaml
4202,rancher,partner-charts,charts/gluu/gluu/5.1.0/charts/saml/templates/hpa.yaml
4203,rancher,partner-charts,charts/jfrog/artifactory-jcr/107.68.7/charts/artifactory/templates/artifactory-hpa.yaml
4204,rancher,partner-charts,charts/jfrog/artifactory-jcr/107.63.10/charts/artifactory/templates/artifactory-hpa.yaml
4205,rancher,partner-charts,charts/jfrog/artifactory-jcr/107.77.12/charts/artifactory/templates/artifactory-hpa.yaml
4206,rancher,partner-charts,charts/traefik/traefik/34.1.0/templates/hpa.yaml
4207,rancher,partner-charts,charts/sumologic/sumologic/4.12.0/templates/metrics/common/hpa.yaml
4208,rancher,partner-charts,charts/traefik/traefik/33.2.1/templates/hpa.yaml
4209,rancher,partner-charts,charts/sumologic/sumologic/4.11.1/templates/metrics/common/hpa.yaml
4210,rancher,partner-charts,charts/gluu/gluu/5.1.1/charts/opendj/templates/hpa.yaml
4211,rancher,partner-charts,charts/gluu/gluu/5.1.1/charts/casa/templates/hpa.yaml
4212,rancher,partner-charts,charts/datawiza/access-broker/0.1.1/templates/hpa.yaml
4213,rancher,partner-charts,charts/sumologic/sumologic/4.11.0/templates/metrics/common/hpa.yaml
4214,rancher,partner-charts,charts/traefik/traefik/34.0.0/templates/hpa.yaml
4215,rancher,partner-charts,charts/traefik/traefik/34.3.0/templates/hpa.yaml
4217,rapidfort,rapidfort,chart/deps/mysql/templates/hpa.yaml
4220,raystack,charts,stable/app/templates/hpa.yaml
4223,rdsea,sys4bigml,tutorials/MLServing/deloyment/scaler/hpa_proc.yaml
4225,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.8.11/manifests/quay-operator.clusterserviceversion.yaml
4226,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.7.0-rc.3/manifests/quay-operator.clusterserviceversion.yaml
4227,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.10.0-nightly.20231014/manifests/quay-operator.clusterserviceversion.yaml
4228,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.7.2/manifests/quay-operator.clusterserviceversion.yaml
4229,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.9.0-nightly.20230716/manifests/quay-operator.clusterserviceversion.yaml
4230,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.8.11/manifests/quay-operator.clusterserviceversion.yaml
4231,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.8.1/manifests/quay-operator.clusterserviceversion.yaml
4232,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.9.2/manifests/quay-operator.clusterserviceversion.yaml
4233,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.8.0-rc.7/manifests/quay-operator.clusterserviceversion.yaml
4234,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.7.2/manifests/quay-operator.clusterserviceversion.yaml
4235,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.8.1/manifests/quay-operator.clusterserviceversion.yaml
4236,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.10.0-nightly.20230914/manifests/quay-operator.clusterserviceversion.yaml
4237,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.10.0-nightly.20230920/manifests/quay-operator.clusterserviceversion.yaml
4238,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.10.0-nightly.20230914/manifests/quay-operator.clusterserviceversion.yaml
4239,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.8.1/manifests/quay-operator.clusterserviceversion.yaml
4240,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.8.11/manifests/quay-operator.clusterserviceversion.yaml
4241,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.8.0-rc.7/manifests/quay-operator.clusterserviceversion.yaml
4242,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.10.0-nightly.20231014/manifests/quay-operator.clusterserviceversion.yaml
4243,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.9.0/manifests/quay-operator.clusterserviceversion.yaml
4244,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.8.11/manifests/quay-operator.clusterserviceversion.yaml
4245,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.7.2/manifests/quay-operator.clusterserviceversion.yaml
4246,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.7.2/manifests/quay-operator.clusterserviceversion.yaml
4247,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.9.0/manifests/quay-operator.clusterserviceversion.yaml
4248,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.8.11/manifests/quay-operator.clusterserviceversion.yaml
4249,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.10.0-nightly.20230920/manifests/quay-operator.clusterserviceversion.yaml
4250,redhat-openshift-ecosystem,community-operators-prod,operators/seldon-operator/1.13.1/manifests/seldon-operator.clusterserviceversion.yaml
4251,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.9.0-nightly.20230716/manifests/quay-operator.clusterserviceversion.yaml
4252,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.7.0-rc.3/manifests/quay-operator.clusterserviceversion.yaml
4253,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.12.5/manifests/quay-operator.clusterserviceversion.yaml
4254,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.10.0-nightly.20230914/manifests/quay-operator.clusterserviceversion.yaml
4255,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.8.11/manifests/quay-operator.clusterserviceversion.yaml
4256,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.10.0-nightly.20230914/manifests/quay-operator.clusterserviceversion.yaml
4257,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.12.5/manifests/quay-operator.clusterserviceversion.yaml
4258,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.12.5/manifests/quay-operator.clusterserviceversion.yaml
4259,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.7.2/manifests/quay-operator.clusterserviceversion.yaml
4260,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.8.1/manifests/quay-operator.clusterserviceversion.yaml
4261,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.10.0-nightly.20230920/manifests/quay-operator.clusterserviceversion.yaml
4262,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.10.0-nightly.20231014/manifests/quay-operator.clusterserviceversion.yaml
4263,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.7.2/manifests/quay-operator.clusterserviceversion.yaml
4264,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.9.0-nightly.20230716/manifests/quay-operator.clusterserviceversion.yaml
4265,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.9.0/manifests/quay-operator.clusterserviceversion.yaml
4266,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.7.0-rc.3/manifests/quay-operator.clusterserviceversion.yaml
4267,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.8.0-rc.7/manifests/quay-operator.clusterserviceversion.yaml
4268,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.9.0/manifests/quay-operator.clusterserviceversion.yaml
4269,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.12.5/manifests/quay-operator.clusterserviceversion.yaml
4270,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.9.0/manifests/quay-operator.clusterserviceversion.yaml
4271,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.9.0/manifests/quay-operator.clusterserviceversion.yaml
4272,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.9.2/manifests/quay-operator.clusterserviceversion.yaml
4273,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.8.1/manifests/quay-operator.clusterserviceversion.yaml
4274,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.9.0-nightly.20230716/manifests/quay-operator.clusterserviceversion.yaml
4275,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.10.0-nightly.20231014/manifests/quay-operator.clusterserviceversion.yaml
4276,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.7.0-rc.3/manifests/quay-operator.clusterserviceversion.yaml
4277,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.8.11/manifests/quay-operator.clusterserviceversion.yaml
4278,redhat-openshift-ecosystem,community-operators-prod,operators/project-quay/3.8.11/manifests/quay-operator.clusterserviceversion.yaml
4279,redhat-openshift-ecosystem,community-operators-prod,operators/seldon-operator/1.13.1/manifests/seldon-operator.clusterserviceversion.yaml
4287,remkohdev,fdic-api,stable/fdic-api/templates/hpa.yaml
4291,restorecommerce,charts,charts/payment-srv/templates/hpa.yaml
4292,restorecommerce,charts,charts/store-front/templates/hpa.yaml
4293,restorecommerce,charts,charts/store-front/templates/hpa.yaml
4294,retry51776,notes,test/minikube/hpa.yml
4296,revue-org,revue-kubernetes,specifications/monitoring/revue-monitoring-hpa.yaml
4297,revue-org,revue-kubernetes,specifications/log/revue-log-hpa.yaml
4306,rhod3rz,demo1-AzureDevOps-AKS,helm/titan/charts/votinganalytics/templates/horizontalpodautoscaler.yaml
4307,rhod3rz,demo1-AzureDevOps-AKS,k8s/titan/individual/votinganalytics/horizontalpodautoscaler.yaml
4317,rm3l,helm-charts,charts/atuin/templates/hpa.yaml
4318,rm3l,helm-charts,charts/adguard-home/templates/hpa.yaml
4319,rm3l,helm-charts,charts/adguard-home/templates/hpa.yaml
4321,rmeleromira,istio-multi-master,istio.yaml
4332,romapres2010,goapp,deploy/helm/app/templates/app-api-hpa.yaml
4362,ryan-a-baker,k8s-scaling-demo,charts/rabbitmq-sample-app/templates/hpa.yaml
4366,rytswd,get-gitops-k8s,stack/service-mesh/istio/control-plane/istio-install-1.8.3.yaml
4367,rytswd,get-istio-multicluster,clusters/dolphin/istio/installation/generated-manifests/1.9.4/as-canary/istio-control-plane-install.yaml
4368,rytswd,get-istio-multicluster,archive/clusters/armadillo/istio/installation/no-operator-install/1.8.5/istio-external-gateways-install.yaml
4369,rytswd,get-istio-multicluster,clusters/dolphin/istio/installation/generated-manifests/1.8.5/full-installation/istio-control-plane-install.yaml
4370,rytswd,get-istio-multicluster,clusters/dolphin/istio/installation/generated-manifests/1.8.5/before-retiring/istio-control-plane-install.yaml
4371,rytswd,get-istio-multicluster,clusters/bison/istio/installation/generated-manifests/1.8.5/full-installation/istio-external-gateways-install.yaml
4372,rytswd,get-istio-multicluster,clusters/bison/istio/installation/generated-manifests/1.8.5/before-retiring/istio-external-gateways-install.yaml
4373,rytswd,get-istio-multicluster,clusters/dolphin/istio/installation/generated-manifests/1.8.5/as-canary/istio-control-plane-install.yaml
4374,rytswd,get-istio-multicluster,archive/clusters/armadillo/istio/installation/no-operator-install/1.8.5/istio-multicluster-gateways-install.yaml
4375,rytswd,get-istio-multicluster,clusters/bison/istio/installation/generated-manifests/1.8.5/full-installation/istio-control-plane-install.yaml
4376,rytswd,get-istio-multicluster,clusters/dolphin/istio/installation/generated-manifests/1.9.5/before-retiring/istio-external-gateways-install.yaml
4377,rytswd,get-istio-multicluster,archive/clusters/armadillo/istio/installation/no-operator-install/1.9.4/istio-external-gateways-install.yaml
4378,rytswd,get-istio-multicluster,clusters/bison/istio/installation/generated-manifests/1.8.5/before-retiring/istio-control-plane-install.yaml
4379,rytswd,get-istio-multicluster,clusters/dolphin/istio/installation/generated-manifests/1.9.5/full-installation/istio-external-gateways-install.yaml
4380,rytswd,get-istio-multicluster,clusters/bison/istio/installation/generated-manifests/1.8.5/as-canary/istio-control-plane-install.yaml
4386,s3rius,rustus,helm/templates/hpa.yaml
4387,s3rius,rustus,helm/templates/hpa.yaml
4397,sajeetharan,azch-captureorder,manifests/hpa.yaml
4398,sajid-moinuddin,streamotion-platform-ops-k8s-hpa-tuner,config/samples/webapp_v1_hpatuner_error.yaml
4403,sam-johnson,k8s_handbook,manifests/HPA/sample-metrics-app.yaml
4405,samolds,shipyard,k8s/dev/web.yml
4410,santosh-burada,FaceRecog-API,Deploy.yaml
4432,scality,metalk8s,charts/thanos/templates/query-frontend-horizontalpodautoscaler.yaml
4433,scality,metalk8s,charts/loki/templates/querier/hpa.yaml
4434,scality,metalk8s,charts/thanos/templates/query-horizontalpodautoscaler.yaml
4435,scality,metalk8s,charts/thanos/templates/query-horizontalpodautoscaler.yaml
4441,scriptscat,scriptlist,deploy/helm/templates/hpa.yaml
4448,second-front,uchart,templates/hpa.yaml
4449,secustor,opentelemetry-meetup,deploy/opentelemetry/charts/opentelemetry-collector/templates/hpa.yaml
4451,seifrajhi,Kubernetes-practical-exercises-Hands-on,retail-store-sample-app/deploy/kubernetes/charts/carts/templates/hpa.yaml
4452,seifrajhi,Kubernetes-practical-exercises-Hands-on,istio-oauth2-proxy-oidc/istio-1.20.0/manifests/charts/istio-control/istio-discovery/files/gen-istio.yaml
4453,seifrajhi,Kubernetes-practical-exercises-Hands-on,kube-prometheus-stack/charts/grafana/templates/hpa.yaml
4457,selectel,mks-gpu-examples,kubernetes/vllm/ha/hpa.yml
4458,self-hosters-by-night,helm-charts,charts/bento/templates/hpa.yaml
4459,selkies-project,selkies-gstreamer,infra/gke/manifests/coturn/coturn-hpa.yaml
4461,sematic-ai,sematic,helm/sematic-server/templates/hpa.yaml
4462,serbent,ca-workrepo,59-60/kubernetes/clusterip/hpa.yaml
4463,serenasensini,Kubernetes,Cap 14/autoscaler/hpa-stabilizationWindowSeconds-avg.yaml
4464,sergarb1,CursoIntroduccionADocker,FuentesCurso/UD 08. Introduccion a Kubernetes/Ficheros casos practicos UD08/CasoPractico1-Flask/autoscale.yaml
4465,sergarb1,CursoIntroduccionADocker,FuentesCurso/UD 08. Introduccion a Kubernetes/Ficheros casos practicos UD08/CasoPractico1-Flask/autoscale.yaml
4470,serrodcal-quarkus,quarkus-architecture,k8s/department.yaml
4471,serrodcal-quarkus,quarkus-architecture,k8s/hr.yaml
4474,shaidoka,thuctap-NhanHoa,k8s/yaml-files/auto-scaling/hpa.yaml
4480,shaohaiyang,easyKubernetes,samples/knative/istio.yaml
4502,shosti,eevans-infra,k8s/charts/odoo/templates/hpa.yaml
4503,shosti,eevans-infra,k8s/charts/home-assistant/templates/hpa.yaml
4513,sighupio,gatekeeper-policy-manager,chart/templates/hpa.yaml
4514,signalfx,signalfx-k8s-metrics-adapter,example/custom-pod-hpa.yaml
4530,skippednote,ha-mautic-k8s,hpa.yml
4533,skonto,serverless-guides,OSSM/1_32/must-gather.local.3859268501405119422/registry-redhat-io-openshift-service-mesh-istio-must-gather-rhel8-sha256-4d59bccd930a20d3ef173ce3b67824c13e4a552054077134140a87f49a661feb/namespaces/knative-serving/autoscaling/horizontalpodautoscalers.yaml
4534,skonto,serverless-guides,OSSM/1_34/must-gather.local.2392184673243315730/registry-redhat-io-openshift-service-mesh-istio-must-gather-rhel8-sha256-88edd13801b2ba7aa4bc7c344e18992e2ebd100cc49e959b315bb7e8c8d20298/namespaces/knative-serving/autoscaling/horizontalpodautoscalers.yaml
4535,skonto,serverless-guides,OSSM/1_32/must-gather.local.3859268501405119422/registry-redhat-io-openshift-service-mesh-istio-must-gather-rhel8-sha256-4d59bccd930a20d3ef173ce3b67824c13e4a552054077134140a87f49a661feb/namespaces/knative-serving/autoscaling/horizontalpodautoscalers.yaml
4536,skonto,serverless-guides,OSSM/1_34/must-gather.local.2392184673243315730/registry-redhat-io-openshift-service-mesh-istio-must-gather-rhel8-sha256-88edd13801b2ba7aa4bc7c344e18992e2ebd100cc49e959b315bb7e8c8d20298/namespaces/istio-system/autoscaling/horizontalpodautoscalers.yaml
4544,slok,go-helm-template,examples/embed/charts/coredns/templates/hpa.yaml
4546,slpcat,docker-images,monitoring/thanos/helm-thanos/templates/storegateway/hpa.yaml
4574,softonic,helm-workshop,02-exercises/01-values/templates/hpa.yaml
4579,solo-io,aoa-catalog,environments/gloo-gateway/gateway-api/1.18/with-ilm-ambient/base/tiered-app/5-namespace-app/ambient/waypoints/hpa-per-namespace.yaml
4580,solo-io,aoa-catalog,environments/istio/ambient-demo/uniform-apps/apps/5-namespace-app/ambient/waypoints/hpa-per-namespace.yaml
4581,solo-io,aoa-catalog,environments/istio/ambient-demo/uniform-apps/apps/1-namespace-app/ambient/waypoints/hpa-per-namespace.yaml
4582,solo-io,aoa-catalog,environments/gloo-gateway/gateway-api/1.18/with-istio-helm-ambient/tiered-app/5-namespace-app/ambient/waypoints/hpa-per-namespace.yaml
4583,solo-io,service-mesh-for-less-blog,tiered-app/5-namespace-app/ambient/waypoints/hpa-per-namespace.yaml
4584,solo-io,service-mesh-for-less-blog,tiered-app/1-namespace-app/ambient/waypoints/hpa-per-namespace.yaml
4585,solo-io,service-mesh-for-less-blog,tiered-app/30-namespace-app/ambient/waypoints/hpa-per-namespace.yaml
4589,sonaikar,k8splayground,hpa/hpa.yml
4590,sonaikar,k8splayground,hpa/hpa.yml
4597,souheilbenslama,NuageUp-K8s-Flask-App-Deployment-with-Docker-Helm-and-Minikube,hello-world/templates/hpa.yaml
4600,soulsah,tech_challenge,k8s/hpa.yaml
4602,sourcefuse,terraform-aws-arc-eks-saas,files/control-plane/control-plane-helm-chart/templates/authentication-service-deployment.yaml
4603,sourcefuse,terraform-aws-arc-eks-saas,files/tenant-samples/silo/tenant-helm-chart/templates/feature-service-deployment.yaml
4613,spiffe,helm-charts-hardened,charts/spire/charts/spiffe-oidc-discovery-provider/templates/hpa.yaml
4614,splunk,splunk-connect-for-snmp,charts/splunk-connect-for-snmp/templates/traps/hpa.yaml
4618,spyker77,eda,k8s/microservices/shipment_management/hpa.yml
4619,squareops,terraform-aws-eks-addons,modules/core-dns-hpa/config/templates/hpa.yaml
4620,squareops,terraform-aws-eks-addons,modules/core-dns-hpa/config/templates/hpa.yaml
4624,srcmesh-workshop,kubernetes-adoption-hands-on,k8s-object/hpa/hpa.yaml
4627,srinandan,sample-apps,kubernetes-manifests/inventory.yaml
4628,srinandan,sample-apps,orders-gql/orders-gql.yaml
4631,srobinson,unicode-wiki,.k8s/default/HorizontalPodAutoscaler.uw-wiki-service-web.yaml
4645,stacklok,codegate,deploy/charts/codegate/templates/hpa.yaml
4646,stacklok,codegate,deploy/charts/codegate/templates/hpa.yaml
4648,stackrox,helmtest,integration_test/testdata/nginx-example/templates/hpa.yaml
4649,stackrox,helmtest,integration_test/testdata/nginx-example/templates/hpa.yaml
4650,stackrox,helmtest,integration_test/testdata/nginx-example/templates/hpa.yaml
4651,stafftastic,jitsu-chart,templates/console/hpa.yaml
4655,starmanv4,react-typescript-docker,infra/k8s/client-depl.yaml
4656,starmanv4,react-typescript-docker,eg.yaml
4702,stefanprodan,gitops-appmesh,apps/podinfo/canary.yaml
4703,stefanprodan,gitops-linkerd,apps/backend/podinfo-canary.yaml
4704,stefanprodan,podinfo,deploy/secure/frontend/hpa.yaml
4709,stevehipwell,helm-charts,charts/fluent-bit-aggregator/templates/hpa.yaml
4710,stevehipwell,helm-charts,charts/plantuml/templates/hpa.yaml
4731,suyuan32,simple-admin-core,deploy/k8s/core-rpc.yaml
4739,syntasso,kratix-marketplace,knative/internal/configure-pipeline/dependencies/serving-core.yaml
4740,syntasso,kratix-marketplace,knative/internal/configure-pipeline/dependencies/serving-core.yaml
4743,sysdiglabs,charts,charts/admission-controller/templates/webhook/autoscaler.yaml
4744,sysdiglabs,charts,charts/admission-controller/templates/webhook/autoscaler.yaml
4745,sysnet4admin,_Lecture_k8s_learning.kit,A/A.022/5.hpa-custom-metrics.yaml
4746,szpaczyna,rpi-k3s,cluster/unused/pihole/templates/hpa.yaml
4755,tamcore,cyberchef,charts/cyberchef/templates/hpa.yaml
4756,tamcore,cyberchef,charts/cyberchef/templates/hpa.yaml
4757,tampakrap,helm-charts,charts/spotify-auth-proxy/templates/hpa.yaml
4759,tangchangquan,Path-IM-Server-Demo,app/im-user/cmd/api/deploy/imuser-api.yaml
4764,tao011110,mini-kubernetes,presentation/autoscaler/new_version/autoscaler_cpu.yaml
4776,technoavengers,Kubernetes_Fundamentals,k8s_operations/hpa/autoscale.yaml
